Distance_(microns),Gray_Value
472.376,40.0035
472.737,39.0486
473.097,35.4738
473.457,39.6263
473.817,38.1720
474.178,37.6646
474.538,36.1168
474.898,36.6211
475.259,36.9356
475.619,35.1099
475.979,34.0356
476.340,34.9756
476.700,35.0461
477.060,35.0920
477.421,36.2476
477.781,36.5169
478.141,36.1013
478.502,36.2575
478.862,35.4308
479.222,35.7649
479.583,35.5134
479.943,37.3291
480.303,36.9929
480.663,36.9129
481.024,38.1543
481.384,37.4926
481.744,37.5289
482.105,37.0802
482.465,38.1482
482.825,37.4576
483.186,36.7490
483.546,37.7906
483.906,37.5215
484.267,35.5786
484.627,35.6479
484.987,36.2646
485.348,37.4674
485.708,36.8968
486.068,38.3578
486.429,37.9357
486.789,37.1034
487.149,36.7664
487.510,36.5016
487.870,35.1436
488.230,34.4752
488.590,35.6454
488.951,35.3242
489.311,36.2051
489.671,37.6493
490.032,35.0184
490.392,35.7026
490.752,35.3047
491.113,36.3542
491.473,36.0563
491.833,35.1168
492.194,37.1169
492.554,37.2084
492.914,37.4933
493.275,36.7574
493.635,36.9241
493.995,35.6853
494.356,35.3905
494.716,36.2623
495.076,37.4526
495.436,39.1353
495.797,37.3303
496.157,38.2144
496.517,35.5242
496.878,37.2328
497.238,36.9790
497.598,36.6005
497.959,36.1916
498.319,36.4085
498.679,36.5156
499.040,36.6643
499.400,35.3432
499.760,36.5159
500.121,38.0657
500.481,36.4171
500.841,37.3167
501.202,36.4803
501.562,37.5923
501.922,35.9406
502.283,35.4904
502.643,36.9294
503.003,34.8896
503.363,34.6115
503.724,36.3569
504.084,36.2667
504.444,37.1857
504.805,36.8474
505.165,36.8672
505.525,35.9329
505.886,36.4687
506.246,36.3696
506.606,34.1644
506.967,36.8747
507.327,38.0870
507.687,38.0901
508.048,38.8254
508.408,37.2107
508.768,37.8507
509.129,37.2755
509.489,37.5666
509.849,37.8100
510.210,37.2125
510.570,36.5485
510.930,35.5854
511.290,35.2727
511.651,34.9501
512.011,35.6856
512.371,36.3873
512.732,35.6870
513.092,34.5836
513.452,35.0686
513.813,34.0877
514.173,35.3116
514.533,35.6325
514.894,35.3669
515.254,36.5271
515.614,36.4834
515.975,36.8449
516.335,36.6117
516.695,37.0094
517.056,37.7169
517.416,38.2130
517.776,39.6502
518.137,38.4698
518.497,38.4755
518.857,39.1021
519.217,38.2311
519.578,37.5714
519.938,38.7066
520.298,39.3471
520.659,40.4189
521.019,40.4857
521.379,39.0666
521.740,38.3706
522.100,39.9266
522.460,40.7903
522.821,41.3515
523.181,40.3277
523.541,38.1161
523.902,40.2214
524.262,41.4668
524.622,40.9225
524.983,41.8310
525.343,39.8934
525.703,41.6677
526.063,41.9829
526.424,42.0626
526.784,42.4699
527.144,42.1326
527.505,42.8124
527.865,43.8388
528.225,41.8064
528.586,40.9456
528.946,41.9378
529.306,43.2501
529.667,46.6015
530.027,44.1792
530.387,43.0911
530.748,42.9531
531.108,42.5718
531.468,41.6056
531.829,41.6008
532.189,43.3737
532.549,45.0850
532.910,45.0054
533.270,44.0087
533.630,44.0609
533.990,44.4067
534.351,43.3692
534.711,43.3209
535.071,42.7712
535.432,40.1003
535.792,43.6158
536.152,42.4111
536.513,41.1064
536.873,41.6715
537.233,41.9388
537.594,43.2784
537.954,43.1115
538.314,42.4367
538.675,44.2395
539.035,41.8883
539.395,40.4820
539.756,41.6034
540.116,41.1736
540.476,40.8997
540.836,38.8988
541.197,39.5417
541.557,39.2223
541.917,40.0625
542.278,39.9535
542.638,40.3802
542.998,40.1911
543.359,39.7372
543.719,39.4886
544.079,38.3378
544.440,38.6878
544.800,39.8683
545.160,41.3473
545.521,39.8875
545.881,40.3731
546.241,40.9791
546.602,39.4504
546.962,42.1724
547.322,40.9390
547.683,40.5257
548.043,40.5090
548.403,40.6468
548.763,42.0009
549.124,43.7047
549.484,43.9337
549.844,42.7485
550.205,42.3825
550.565,42.4685
550.925,45.3820
551.286,43.0709
551.646,43.4126
552.006,45.1001
552.367,44.7560
552.727,44.0335
553.087,42.2457
553.448,44.5250
553.808,45.0970
554.168,45.6119
554.529,47.7038
554.889,48.0451
555.249,46.4305
555.609,46.9272
555.970,48.3397
556.330,48.3334
